current_assets,ebitda,cost_of_goods_sold,depreciation_and_amortization,inventory,net_income,total_receivables,market_value,net_sales,total_assets,total_long_term_debt,ebit,gross_profit,total_current_liabilities,retained_earnings,total_revenue,total_liabilities,total_operating_expenses,equity,working_capital,year,status_label,company_name
7.004180822624753,11.785698808234018,17.744069529652354,2.559047968449051,25.58439763001975,33.063652459845706,7.131554240228595,1.5488051559270604,14.696678794312884,3.7361057642514144,2.466153672060654,16.78875778820803,10.311250895378612,5.33878622319037,26.717301961147406,14.696678794312884,3.60617726403306,18.120921374561988,19.065963272287554,24.867908171343124,1999,alive,C_1001
7.907579763921581,11.874106175514626,20.26599093091491,2.650756672475466,31.31441737985517,32.18493739724295,7.95778344729054,1.7006297760693592,16.673067429551683,4.0412941896949555,2.254215231413376,16.87244481751652,10.425691396955301,6.548394839583047,26.6800638863009,16.673067429551683,4.077060764004526,20.57397292636807,19.020745330718576,24.548293781335207,2000,alive,C_1001
9.06439774907656,12.428277356446369,24.017649150884683,2.204017242960653,36.61784068466096,32.7163778930062,9.085488315134198,1.9939800379390817,19.656211087384513,4.514534080868903,2.5118818603598507,17.52871499000981,10.689947882789795,7.427963875510293,26.990228405099327,19.656211087384513,4.592739263160202,24.093953052423526,19.298131660892064,25.23990922684493,2001,alive,C_1001
9.482667313136309,12.614517876489707,27.332662043211524,2.084160322846923,36.68301514154049,32.872088023270514,10.284116746606795,1.6695544105065117,22.310597092480688,4.786064733549613,2.5144279732941044,17.745364907842,10.963741077089011,7.755292658600236,27.28160201843675,22.310597092480688,4.761581952392998,27.35921726742659,19.663100615887775,25.47467393790131,2002,alive,C_1001
10.802225249418518,12.57887323943662,33.35038676980528,2.144088782903788,40.905134957208695,32.97578095358543,11.949305031125625,1.8056424376297162,26.93129858639727,5.283756627349849,2.2321149711440533,17.699132213328916,11.028623298780639,9.010476555868273,27.63725427789383,26.93129858639727,5.240161003506366,33.19952953964008,20.058090810553423,25.84932219192541,2003,alive,C_1001
12.557088057289311,12.6602383531961,38.63296879167778,2.2267174172246174,45.41046741277156,32.06155305425572,12.58115113787121,2.042072109081115,31.038344228875093,5.952375141450357,2.2238655652370714,17.776381778844446,11.196616086351549,10.989782202063026,27.534591770009314,31.038344228875093,6.1686043626663,38.34153644861392,20.126196846002994,25.837618787932094,2004,alive,C_1001
13.753102325253998,12.771397616468038,42.14070418778341,2.262129689076401,44.015141540487164,33.094726191981785,13.87131339932646,2.4616263858990886,33.84964747040004,6.532681568395725,1.9827995926219306,17.89190499272903,11.492009517771722,12.448868889418405,27.93573177012505,33.84964747040004,6.768972210706998,41.83720192806412,20.518147700288832,25.64855308294485,2005,alive,C_1001
14.45938919049816,13.009750812567713,44.26598203965502,2.4982115014216273,49.30612244897959,33.2791197672948,14.267353811613429,2.5927587428948886,35.687810152008645,7.315567693474749,2.836256648183773,18.118971897426192,11.965584527857596,13.813585943139675,28.40378572627266,35.687810152008645,7.765182363504585,44.05091646521998,20.745167818454078,24.709494238719323,2006,alive,C_1001
14.406624963638938,13.33261105092091,48.175691295456566,3.097496101990278,54.324555628703095,33.3667636271658,15.574691295030105,2.337941691570798,38.943301842635115,7.48965962155836,2.8281090867941607,18.3905158246929,12.561425031080958,14.00164751106402,28.973814718153776,38.943301842635115,8.076067315107828,48.01462713425536,20.65088623932534,24.302661623713604,2007,alive,C_1001
15.073715546073391,13.56554712892741,50.38752556237219,3.3698981931578467,51.52205398288348,33.176678892120904,16.70825594448413,1.8758038470512486,40.78221068323767,7.664806652236416,3.3322394477763946,18.607048697728857,12.892356965839763,14.220205549462586,29.080372901560697,40.78221068323767,8.30272235371512,50.2316337899071,20.69554593470211,25.176237136071773,2008,alive,C_1001
17.20915918453306,13.899241603466955,51.250155597048106,3.4425387508025316,56.93745885450955,33.67750094852662,17.316460863353402,2.6426391753882905,41.55448524198128,8.435559097479308,3.335294783297499,18.958183086435806,13.14177857184024,15.411262146316778,29.835446480755984,41.55448524198128,8.908794864045088,51.060307045583464,21.526092214000638,27.164422552555195,2009,alive,C_1001
17.85212897754616,14.018418201516791,52.805725971370144,3.4606988902137026,55.65766951942067,33.60806879979764,19.563384018777423,2.8372911024040706,42.8162401007595,9.146962021784606,4.653162838067217,19.08459146637031,13.305614332644474,16.863232990561507,30.46849375314657,42.8162401007595,10.060830355885189,52.599137291084624,21.332566867367973,25.96482364324039,2010,alive,C_1001
18.791332215640313,14.388949079089922,57.714501644883086,4.00550307254884,60.68202764976959,33.83685342101935,21.159669354015715,2.902346320515865,46.789536743570864,9.729114878270256,4.128663573610954,19.41465779175484,13.80445754464543,19.370720562886124,31.106124173210574,46.789536743570864,11.054743329237432,57.447016927584,21.091280457624038,23.576771923652036,2011,alive,C_1001
18.464947783782552,14.426868905742143,57.30763759224683,4.277905163716408,62.23436471362739,33.76286834450487,21.15562812531891,3.2602925172059223,46.68544756391412,10.175687051369577,5.604390630304402,19.420510031566625,14.255209662678972,19.09201670771896,31.61657224533728,46.68544756391412,11.6114264814925,57.29934189791183,21.239525835333037,23.431872636115752,2012,alive,C_1001
25.552691000314947,14.887323943661972,63.95732195252068,5.585435201320737,79.84924292297565,33.67750094852662,29.67857944688233,4.761884269206492,52.33909426111255,14.652751135253089,10.114065859454566,19.749405908988802,15.523510378158525,25.99099602833102,32.259358706533874,52.33909426111255,16.86622446271728,64.2264295158784,23.254174315662844,25.18598997273287,2013,alive,C_1001
28.64090582091829,15.939328277356445,82.82075220058682,7.9553333944785845,85.70309414088216,33.91994435310484,33.15605674048372,5.840133351273695,67.79801629787607,15.20958152947203,9.330881520878126,20.580423962261918,17.856335987221815,29.376104250969252,31.9797866984555,67.79801629787607,17.998733929271953,83.2572259352563,22.72880262143891,25.32670947312868,2014,alive,C_1001
29.972825661778945,16.23726977248104,88.64643905041345,7.465009630376961,91.85911784068466,34.81004173517137,37.33064598428411,4.263244115660069,72.2149044625938,15.919929351182883,7.655539210139188,20.965501341877207,17.796018343940652,30.709477710036467,29.58050889142222,72.2149044625938,18.66874460083067,88.6958056904444,23.313720576165203,25.5956091124989,2015,alive,C_1001
